reaction_id,reaction_smiles
ord-7ce5fa043c1d459c8c0fe18342118fc0,Cc1ccc(N)cc1.Ic1cccnc1>CN1CCCN2CCCN=C12.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O.c1ccc(CN(Cc2ccccc2)c2ccon2)cc1>Cc1ccc(Nc2cccnc2)cc1
ord-eb58ce057c254b03983b50946e6774fe,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-debed3b959734d1bb35be34d60cd6521,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-5ce71bf141c84cfba5fef65f54eb65b2,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-36ffc427088a42359c5a264b496e8084,COc1ccc(Cl)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-8f05eb5acb6445318a16726d5b74e4d5,COc1ccc(Br)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-20c03b70edc641228ca94405c7d499ff,COc1ccc(I)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-335d7da2b4a641fa9f9fc7564b04abcb,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-60429d87e5d343c9867d7c7664423a51,CCc1ccc(Br)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-d96566889d8041dba7c732f01099892f,CCc1ccc(I)cc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-93aa6865f6d74e4ea5192b5c41fda87a,Cc1ccc(N)cc1.Clc1ccccn1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-949d43ca086741ceabe245203f5c8a40,Brc1ccccn1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-0fda2695fc6340b888d4808930c277e1,Cc1ccc(N)cc1.Ic1ccccn1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-b70c131e3e254c0ea23a737a71f3b86f,Cc1ccc(N)cc1.Clc1cccnc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-42e0e07c5d694aba8a16ea7ce3b5d5bb,Brc1cccnc1.Cc1ccc(N)cc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-9ec1b22abcc2412a887f44931d6927c6,Cc1ccc(N)cc1.Ic1cccnc1>CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-e0dd4faad0d544c6aba28a881781464c,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-dde12eafcb4f420299a1d80ab0db16e9,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-350e8eb2998c4c4c807591ca308d1884,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-bab855ede040477ebdc18ef4564b3b75,COc1ccc(Cl)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-a79988da3f6b44fc9e058e1ac49f43e4,COc1ccc(Br)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-0539a0b786d1464383497e2b7fd546e3,COc1ccc(I)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-cd8e1fe4c7f14492b23874a2cb95ccbc,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-e217f4beec83440f9b806a8fffb1f52b,CCc1ccc(Br)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-49bcc7c8578d4dab8af928afd1c95c08,CCc1ccc(I)cc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-be85463ecb574da4b8caf640f55c3555,Cc1ccc(N)cc1.Clc1ccccn1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-60768ebe2c6f480f91e59a52c51bd0ce,Brc1ccccn1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-4539aa89074b457893ce445782fbf60c,Cc1ccc(N)cc1.Ic1ccccn1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-fc6a9dc8cdc7404cbf92573c10c33749,Cc1ccc(N)cc1.Clc1cccnc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-cbb255925d214441a2a00dfe76f98d8e,Brc1cccnc1.Cc1ccc(N)cc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-a799f52dd14846ada1664a8c95cd465e,Cc1ccc(N)cc1.Ic1cccnc1>CN(C)C(=NC(C)(C)C)N(C)C.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-66569a0326e644579e6bd04292540579,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-c0d5712c577f4f1d89e9bda9b665ad7f,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-645c5ce05fd448d5817c20ee5ca4c31c,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-b2d423e6492245a8bc58d40cb1a08751,COc1ccc(Cl)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-09abdffe8e804e79821af26ffb71e8a0,COc1ccc(Br)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-9c8c7be97d50477b9659fa7850acf15c,COc1ccc(I)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>COc1ccc(Nc2ccc(C)cc2)cc1
ord-da2a094e07024ad69a95d81ebbcc3752,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-3a5eeba51c194167b12bf29a62f5573a,CCc1ccc(Br)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-f8bdf04180004261bcb5ad4914dae2aa,CCc1ccc(I)cc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>CCc1ccc(Nc2ccc(C)cc2)cc1
ord-a089034858e2440a8f60b666e07a3d95,Cc1ccc(N)cc1.Clc1ccccn1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-fe17751d5a1e4fe8ae5f913c41eb4fbc,Brc1ccccn1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-ee2c5bbb48cc4969948a2acf832d9871,Cc1ccc(N)cc1.Ic1ccccn1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2ccccn2)cc1
ord-ea70533280a84955b0b2c9fdde38c988,Cc1ccc(N)cc1.Clc1cccnc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-c3dcbb9dd92047b4aca82c22d97d2740,Brc1cccnc1.Cc1ccc(N)cc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-4aaae0763a8444cfbf05b10eb994f9df,Cc1ccc(N)cc1.Ic1cccnc1>CN1CCCN2CCCN=C12.COC(=O)c1cc(-c2ccco2)on1.COc1ccc(OC)c([P](C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(C)=O>Cc1ccc(Nc2cccnc2)cc1
ord-00693406c83041e4a0b45f58f9189897,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Cl)cc1>CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c(C(C)C)c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CS(C)=O.Fc1cccc(F)c1-c1ccno1>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-a0e5e91e6f4741248b218c5f31e7085c,Cc1ccc(N)cc1.FC(F)(F)c1ccc(Br)cc1>CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c(C(C)C)c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CS(C)=O.Fc1cccc(F)c1-c1ccno1>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-8a9d0fadd45b4d249dd757445ca6b4a4,Cc1ccc(N)cc1.FC(F)(F)c1ccc(I)cc1>CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c(C(C)C)c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CS(C)=O.Fc1cccc(F)c1-c1ccno1>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
ord-7c6863f3fd914eab8943d7ab20a5fa61,COc1ccc(Cl)cc1.Cc1ccc(N)cc1>CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c(C(C)C)c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CS(C)=O.Fc1cccc(F)c1-c1ccno1>COc1ccc(Nc2ccc(C)cc2)cc1
ord-0dcbfd688f184a41b80af51f2921b827,COc1ccc(Br)cc1.Cc1ccc(N)cc1>CC(C)c1cc(C(C)C)c(-c2ccccc2[P](C2CCCCC2)(C2CCCCC2)[Pd]2([O]S(=O)(=O)C(F)(F)F)[NH2]c3ccccc3-c3cccc[c]32)c(C(C)C)c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C.CS(C)=O.Fc1cccc(F)c1-c1ccno1>COc1ccc(Nc2ccc(C)cc2)cc1
